@relation stream

@attribute text_prediction numeric
@attribute name_prediction numeric
@attribute status/day numeric
@attribute favorite/day numeric
@attribute gender {male,female}

@data
0.481056,0.99,16.836276,1.619021,male
0.5,0.11,2.261824,2.476043,female
0.157009,0.02,1.200461,0.18894,female
0.189756,0.02,41.858377,32.273748,female
0.031694,0.39,2.031956,3.166797,female
0.087906,0.02,0.988827,0.561305,female
0.037875,0.02,1.808482,1.088235,female
0.637631,0.99,63.760436,0.312144,male
0.069492,0,36.697505,0.401919,female
0.499985,0.02,0.009311,0.003352,female
0.055226,0.5,45.635781,24.42484,male
0.583358,0.5,28.292517,1.70068,male
0.5,1,146.050728,0.000502,male
0.110328,0.5,6.407125,0.27131,female
0.329841,0.99,0.364881,0.024954,male
0.039803,0.03,0.852918,5.142286,female
0.179021,0.5,18.276821,0.362177,female
0.581198,0.5,0.469974,1.481723,female
0.556009,0.98,50.694962,0.065847,male
0.330615,0.99,8.932633,3.446194,male
0.5,0.5,2.261191,3.670578,female
0.061952,0.78,1.295848,0.25917,male
0.512841,0.99,23.703267,0.392808,male
0.174936,0.02,15.107077,5.180615,female
0.5,0.5,0.008395,0,female
0.5,0.97,6.272217,3.98363,male
0.402266,0.99,26.73423,6.758359,male
0.574904,1,4.189936,0.138101,male
0.5,0.95,1.11675,0.277709,male
0.531649,0.5,22.439637,5.501947,male
0.096926,0.5,0.222704,0.010846,female
0.030851,0.02,5.490188,0.277304,female
0.639703,0.98,0.78124,0.974135,male
0.755823,0.99,0.995859,0.587302,male
0.672462,0.97,1.3281,0.274411,male
0.43404,0.11,9.914925,17.673134,female
0.305169,0.12,7.851677,12.284873,female
0.025929,0.36,15.184072,0.429811,female
0.992019,0.82,5.220971,0.094243,male
0.107481,0.01,9.928835,5.949168,female
0.425214,0.99,37.980086,0.195236,male
0.91847,0.93,72.79743,0.072562,male
0.4733,0.99,15.334618,8.16951,male
0.000041,0.31,27.271228,4.449299,male
0.279199,0.5,0.016632,0.006237,female
0.339181,0.99,1.26459,0.815852,male
0.893308,0.98,8.310115,0.083889,male
0.113427,0.99,0.264029,0.307728,male
0.5,0.02,28.220617,12.767564,female
0.5,0.85,6.467101,2.581759,female
0.575559,0.99,1.557016,0.394113,male
0.230951,0.5,3.715423,4.5,female
0.090048,0.5,3.154275,0.33829,female
0.283283,0.18,63.423124,0.056581,female
0.061346,0.12,8.380056,33.865439,female
0.868529,0.94,1.824979,0.089975,male
0.479189,0.02,12.684647,0.00166,female
0.5,0.04,0.861519,1.613274,female
0.302308,0.02,1.452562,1.129032,female
0.079059,0.99,47.617184,60.484873,male
0.832343,0.5,2.198234,0.015249,male
0.036779,0.8,18.884339,11.842972,female
0.904638,0.99,0.902774,0.303674,male
0.696607,0.99,11.002545,2.74402,male
0.101455,0.5,22.714926,8.345932,male
0.062493,0.98,9.489674,7.561957,male
0.147861,0.02,3.356575,1.706973,female
0.5,0.86,2.197842,0.116906,female
0.258322,0.79,3.146574,0.20902,male
0.732251,0.77,2.820654,0.612534,female
0.841845,1,8.134656,0.846208,male
0.085855,0.5,3.154154,0.124308,female
0.435625,0.99,89.193209,3.281494,male
0.893308,0.98,8.310115,0.083889,male
0.037079,0.5,16.709807,3.45206,male
0.312249,0.99,2.861951,2.181053,male
0.126077,0.71,22.242216,6.493713,male
0.794051,0.5,83.549841,0,female
0.147079,0.98,1.650929,0.360403,male
0.062529,0.99,4.751138,1.236115,male
0.160934,0.87,36.237643,4.294583,male
0.833869,0.5,33.76246,0,female
0.172701,0.99,3.172893,1.564655,male
0.072495,0.32,12.568513,40.387755,female
0.012712,0.99,45.427338,1.219185,male
0.152836,0.5,31.233056,24.114943,female
0.141394,0.02,6.9207,6.877103,female
0.087003,0.89,1.958719,0.030249,female
0.937841,0.98,9.613041,0.006881,male
0.297542,0.69,67.870968,43.048387,male
0.397554,0.02,71.977763,0.000996,female
0.483927,0.78,6.664407,4.245763,male
0.769111,0.5,84.367444,0,female
0.574936,0.55,0.002541,0,female
0.08743,0.5,18.155279,2.751996,male
0.07482,0.58,28.39418,13.425926,male
0.416149,0.02,63.705077,0.018533,female
0.221122,0.99,1.231343,1.785075,male
0.045907,0.5,1.663924,0.698418,female
0.11594,0.06,2.196096,0.751351,female
0.134947,0.5,5.001957,0.452707,female
0.772991,0.97,0.631034,0.006207,male
0.08927,0.01,1.204717,2.391594,female
0.000163,0.99,4.12766,11.760638,male
0.5,0.02,39.337154,11.495617,female
0.5,0.99,0.066288,0.101515,male
0.98695,0.5,85.900582,0,female
0.395466,0.12,0.23631,0.059524,female
0.112779,0.99,10.456279,22.26693,male
0.656288,0.91,33.692308,0.139589,male
0.180345,0.93,3.24751,0.199517,female
0.203523,0.5,2.800247,0,female
0.121602,0.03,16.591732,8.117984,female
0.000099,0.02,0.006897,0,male
0.275101,0.98,9.102851,3.380971,male
0.123496,0.02,19.476467,7.436493,female
0.100357,0.03,0.315947,0.224027,female
0.5,1,1.898978,1.468218,male
0.48355,0.99,2.550652,0.314658,male
0.044272,0.88,0.630938,0.144336,male
0.096394,0.5,0.939447,3.615681,male
0.508478,0.61,6.683869,3.003708,male
0.5,0.72,34.859161,8.516115,male
0.31841,0.5,22.271717,21.09798,female
0.309781,0.72,0.132469,0.039597,female
0.198675,0.99,11.597006,0.000306,male
0.807598,0.59,5.934347,1.173556,male
0.224938,0.03,20.463492,10.520635,female
0.154814,0.89,4.116676,1.4612,male
0.985516,0.5,74.734921,0,female
0.5,0.96,2.860619,1.327434,male
0.14928,0.99,2.771483,0.806844,male
0.249389,0.5,2.035671,0.043765,male
0.056021,0.74,1.242596,3.169168,female
0.111031,0.5,30.468177,14.827041,male
0.223447,0.13,1.397037,0.073481,female
0.086043,0.02,3.861991,9.038462,female
0.511991,0.5,3.458788,1.290963,male
0.5,0.96,1.694083,2.671598,male
0.189383,0.99,52.261823,0.000343,male
0.114827,0.99,2.016105,0.070278,male
0.5,0.01,7.693424,3.489362,female
0.303445,0.74,9.954997,32.380429,female
0.148671,0.02,0.239171,0.285625,female
0.086096,0.72,3.633333,1.232927,male
0.092367,0.01,9.388747,10.012788,female
0.250592,0.5,7.292683,1.391463,female
0.5,0.86,0.398546,0.029679,male
0.000755,0.02,8.337021,0.003687,female
0.612867,0.5,0.643608,0.000876,male
0.116267,0.99,0.037037,0.16167,male
0.145531,0.5,0.554499,2.029993,female
